kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
3561656,4,,1.9171,1.61732e-05,131.952,0.00411909,0.7633,0.3211,2.726,0.171,14.09,1.757,9.893,0.9102,0.09209,3200.0,1080.0,,,9770.0,403.0,4.12,0.36,2.224,1.487,AFP
6504534,2,,28.1626,4.06781e-05,159.427,0.00118036,0.4398,4.299,1.954,0.2532,966.2,28.19,36.73,2.366,1.633,470.0,44.3,,,4936.0,147.0,4.54,0.73,0.761,0.136,AFP
9963265,1,,16.4869,3.01169e-05,139.201,0.00136195,0.9682,0.06134,1.436,0.2039,1003.0,60.81,22.94,4.665,2.609,755.0,156.0,,,6065.0,205.0,4.45,0.27,1.061,0.434,PC
5458882,2,,2.24679,2.03897e-05,131.549,0.0048461,0.8932,0.2272,6.092,3.174,40.6,4.796,9.788,1.03,0.1888,1800.0,491.0,,,6570.0,239.0,4.24,0.3,1.393,0.751,AFP
7977956,2,,0.541607,0.00298772,131.708,0.390899,0.7857,10.34,0.5439,5.235,0.3074,12.77,0.0339,0.1187,2.539,3600.0,1030.0,,,7272.0,332.0,4.07,0.33,1.9,1.07,UNK
12314973,1,,28.4549,1.28331e-05,148.251,0.000370493,0.3161,0.292,8.125,0.06217,1420.0,7.38,195.1,5.96,0.1308,768.0,23.5,,,6215.0,89.0,4.17,0.04,1.57,0.085,PC
7918688,2,,0.804748,7.17714e-06,131.649,0.00124049,0.9004,0.5329,1.441,0.5246,132.9,11.32,20.99,1.927,0.8059,2640.0,804.0,,,6798.0,248.0,4.24,0.34,1.432,0.865,AFP
8374077,1,,16.2955,0.000181316,133.64,0.00991409,0.02852,373.9,4.766,1.56,382.0,30.62,12.7,1.968,4.437,745.0,163.0,,,6063.0,227.0,4.48,0.3,1.012,0.437,PC
5642620,3,,0.986787,5.26405e-06,131.581,0.00102368,0.3035,7.267,1.228,0.06114,290.2,23.85,18.78,1.029,0.7846,1190.0,79.4,,,4467.0,165.0,4.67,0.06,0.614,0.068,AFP
4584865,1,,1.75252,1.16333e-05,132.752,0.00294949,0.01349,332.4,2.665,0.4006,30.96,3.654,11.4,1.163,0.9621,2420.0,483.0,,,6660.0,224.0,3.89,0.35,2.074,0.814,AFP
10621643,2,,1.48064,1.38113e-05,132.816,0.00337868,0.8986,0.6059,1.973,0.4979,42.96,6.429,8.557,0.9828,0.486,1960.0,627.0,,,6425.0,226.0,4.29,0.35,1.281,0.815,AFP
10908248,1,,39.8567,0.000550443,154.821,0.0114205,0.1041,75.31,9.647,1.376,146.3,11.34,13.05,1.291,2.18,570.0,103.0,,,5906.0,166.0,4.35,0.24,1.073,0.383,PC
9892822,1,,384.221,0.00250618,396.708,0.00489909,0.8159,1.325,2.639,0.8166,312.0,40.96,8.02,2.215,1.347,289.0,82.8,,,6351.0,190.0,4.37,0.33,1.126,0.642,UNK
9837267,2,,0.523854,9.4769e-06,131.9,0.00179494,0.9,0.3287,1.37,1.157,20.13,2.519,13.92,1.44,0.3595,4650.0,1060.0,,,8199.0,334.0,3.91,0.28,2.756,1.233,AFP
6781047,2,,14.0878,0.000318947,144.295,0.0394268,0.6837,1.505,11.82,1.609,29.24,3.354,9.303,0.8888,0.3442,988.0,254.0,,,6183.0,222.0,4.1,0.26,1.544,0.785,NTP
8168581,1,,2.88134,1.17708e-06,132.908,0.000272305,1.0,0.02873,3.184,0.1472,4385.0,629.4,200.0,10.85,2.64,1210.0,246.0,,,5783.0,185.0,4.54,0.29,0.88,0.355,AFP
5565700,1,,2.34892,1.13066e-05,133.58,0.00178452,0.4824,1.998,5.713,0.7382,128.9,16.89,9.446,1.733,0.3883,1890.0,593.0,,,6853.0,269.0,4.22,0.35,1.477,0.92,AFP
7870282,1,,0.581469,0.0029665,131.789,1.17059,0.1484,7334.0,2.945,1472.0,0.1681,6.608,0.03356,0.03418,9.239,1950.0,380.0,,,5475.0,167.0,4.52,0.25,0.846,0.326,AFP
5039687,1,,5.89506,0.000126193,136.312,0.0169501,0.9218,0.003861,16.53,0.3426,62.51,5.317,11.56,0.8917,0.03811,1000.0,208.0,,,5956.0,183.0,4.5,0.3,0.934,0.384,UNK
10783150,3,,1.75093,1.40424e-05,132.026,0.00223564,0.6989,0.6944,6.134,1.849,315.3,46.31,6.755,4.445,0.8185,2760.0,577.0,,,7571.0,309.0,3.94,0.24,2.337,0.959,AFP
6939670,2,,4.23886,3.7425e-07,133.082,6.63228e-05,0.9949,0.01276,4.939,0.003121,28200.0,25.79,1161.0,23.19,0.8024,1040.0,300.0,,,5655.0,192.0,4.48,0.38,0.804,0.459,AFP
10546063,1,,10.6981,0.000121482,140.683,0.00873405,0.5004,10.97,3.068,0.7243,219.7,29.69,7.789,1.736,2.495,937.0,200.0,,,6343.0,278.0,4.41,0.26,1.137,0.476,UNK
11127641,1,,0.707774,1.82132e-05,131.768,0.00327676,0.5,2.321,2.455,1.0,20.93,4.874,5.332,0.8978,0.2494,3300.0,960.0,,,7311.0,322.0,4.08,0.33,1.889,1.085,UNK
4863836,1,,1.82186,2.68789e-05,131.997,0.0065735,0.02452,320.3,5.95,8.107,32.32,4.394,10.44,0.6036,0.8708,1710.0,305.0,,,6544.0,213.0,4.43,0.25,1.055,0.37,NTP
3117510,1,,0.826984,9.74714e-06,131.793,0.00238175,0.1,62.98,1.844,0.8775,53.6,7.645,10.17,1.723,1.952,3330.0,602.0,,,7017.0,358.0,3.91,0.26,2.325,0.807,AFP
7582689,1,,11.9216,9.87761e-05,137.478,0.0066446,0.09019,71.35,4.991,0.2339,48.25,3.545,13.57,1.019,1.391,994.0,119.0,,,5997.0,127.0,4.13,0.15,1.473,0.348,PC
6690940,2,,0.829175,2.98708e-05,131.918,0.0298967,0.7842,2.334,3.889,17.1,29.64,7.873,7.535,0.7002,0.625,2250.0,709.0,,,6418.0,242.0,4.39,0.35,1.171,0.733,AFP
9594022,4,,6.97945,0.000395913,137.345,0.0417687,0.002029,7054.0,16.09,17.91,58.11,14.03,12.44,2.623,6.538,2240.0,498.0,,,8169.0,302.0,3.65,0.39,3.406,1.496,AFP
9788457,3,,0.964598,9.10087e-06,131.766,0.00289834,0.03135,171.2,2.432,1.005,306.9,36.03,11.88,3.86,3.631,3470.0,751.0,,,8139.0,312.0,4.02,0.27,2.18,0.928,AFP
11957183,1,,2.05394,2.24438e-05,132.228,0.0057854,0.8801,0.3688,6.0,5.014,21.13,2.024,10.61,0.8236,0.1906,2100.0,674.0,,,7151.0,280.0,4.19,0.36,1.566,0.997,AFP
4160235,1,,0.623737,7.97648e-06,132.058,0.0029612,0.1,59.23,2.843,5.595,180.2,20.06,12.24,3.884,4.219,4360.0,722.0,,,7792.0,302.0,3.81,0.26,2.87,0.923,UNK
3550434,1,,1.19104,1.65962e-06,132.079,0.000287831,0.1302,6.155,1.016,0.04149,1113.0,26.39,60.02,2.288,0.4855,1350.0,122.0,,,5089.0,163.0,4.58,0.1,0.693,0.117,AFP
5024126,1,,0.787133,9.58884e-06,131.725,0.00162298,0.9,0.9627,0.9754,0.09135,160.7,23.33,11.02,1.235,1.299,1660.0,246.0,,,5210.0,216.0,4.53,0.2,0.799,0.228,AFP
6292162,2,,7.81485,4.05177e-05,134.791,0.00431249,0.16,24.25,2.901,0.3112,299.8,17.89,17.64,1.606,1.388,903.0,194.0,,,5887.0,202.0,4.5,0.3,0.931,0.395,AFP
6504534,1,,28.1626,1.575e-06,143.718,4.88992e-05,0.9268,0.01264,3.199,0.004535,37770.0,35.32,1296.0,22.09,0.677,470.0,44.3,,,4936.0,147.0,4.54,0.73,0.761,0.136,AFP
6507433,1,,4.74255,1.70078e-06,133.138,0.000224075,0.9377,0.0234,1.279,0.04603,3522.0,51.22,106.3,8.15,0.8686,1170.0,315.0,,,6167.0,246.0,4.44,0.33,1.064,0.568,PC
10880041,3,,1.49464,1.32269e-05,132.606,0.00366316,0.07896,108.1,1.557,0.1348,119.7,25.75,7.536,1.586,2.584,2090.0,555.0,,,6534.0,201.0,4.2,0.29,1.437,0.756,AFP
5104153,1,,446.493,0.00246304,216.895,0.00443895,0.004541,1392.0,4.661,1.058,555.7,214.6,4.62,38.67,62.73,724.0,134.0,,,4983.0,219.0,2.38,0.03,16.8,6.059,UNK
6357702,3,,0.724276,6.21766e-06,131.762,0.00177709,0.1853,16.2,2.442,1.388,108.1,9.301,18.15,3.937,2.159,4540.0,808.0,,,7559.0,315.0,3.61,0.27,3.733,1.293,AFP
5695904,2,,0.847708,5.61787e-06,132.189,0.00104324,0.5013,3.482,1.095,0.05013,166.8,13.01,18.13,0.4921,0.2491,844.0,70.5,,,3554.0,72.0,4.89,0.07,0.37,0.06,AFP
8523871,2,,0.721665,1.05669e-05,132.134,0.00114092,0.3,4.437,2.116,0.4538,60.29,7.418,12.41,1.206,0.2965,3400.0,924.0,,,8454.0,328.0,4.26,0.32,1.517,0.815,AFP
9947653,1,,37.9039,0.000671851,163.747,0.0131397,0.6623,1.866,11.54,0.7299,106.9,10.07,10.79,2.139,1.2,693.0,222.0,,,5303.0,183.0,3.87,0.57,1.964,1.249,PC
11809179,1,,0.972957,0.00165457,132.447,0.702873,0.8723,18.99,3.5,222.9,0.3106,3.793,0.08651,0.1433,1.753,3530.0,754.0,,,8273.0,350.0,4.03,0.28,2.254,0.945,UNK
5024414,1,,1.52591,1.18341e-05,132.703,0.00186211,0.4926,2.126,1.876,0.09992,60.09,9.107,8.486,8.039,3.178,3770.0,90.9,,,4996.0,110.0,2.81,0.01,10.26,0.2,AFP
7365528,1,,0.641456,8.59321e-06,131.714,0.00282821,0.6277,3.814,2.685,4.824,97.43,12.29,11.54,1.149,0.9378,2300.0,609.0,,,6173.0,247.0,4.43,0.32,1.108,0.579,AFP
8095099,1,,2.10324,0.0,132.866,0.0,0.1,0.0,3.5,0.0,322300.0,0.0,-1.0,37.8,0.0,1470.0,0.0,,,6074.0,183.0,4.47,0.28,0.965,0.379,AFP
8323764,1,,6.71424,4.05121e-06,134.318,0.000594627,0.5725,0.03284,3.37,0.03995,36190.0,198.4,212.4,15.73,0.1375,809.0,152.0,,,5159.0,205.0,4.51,0.46,0.8,0.294,PC
10055126,3,,232.035,0.00376967,262.275,0.0116469,0.5546,4.24,11.72,1.673,276.9,22.36,12.25,1.988,1.443,327.0,26.6,,,5903.0,123.0,4.3,0.13,1.156,0.182,PC
5787972,2,,2.19852,1.66552e-05,133.259,0.00374537,0.1178,42.12,3.669,0.7726,22.92,2.822,10.22,0.755,0.6696,2000.0,637.0,,,6977.0,243.0,4.2,0.36,1.559,0.987,UNK
5609986,1,,3.04904,2.05322e-05,133.773,0.00375603,0.9425,0.04191,6.242,1.044,31.08,3.24,10.12,0.7609,0.06248,1450.0,383.0,,,6452.0,193.0,4.39,0.32,1.117,0.585,UNK
4458082,1,,4.89338,1.2638e-05,133.64,0.00178977,0.7048,0.7581,3.471,0.1082,136.6,7.067,20.0,1.652,0.3175,1360.0,518.0,,,6680.0,299.0,4.32,0.42,1.319,0.999,PC
5443410,3,,0.5782,0.0,131.838,0.0,0.1,0.0,2.0,0.0,280.7,0.0,-1.0,2.457,0.0,3130.0,0.0,,,7299.0,323.0,4.27,0.44,1.444,1.165,AFP
5036491,3,,1.24098,3.06645e-05,132.361,0.0131256,0.9667,0.0917,2.518,2.193,49.17,10.14,5.755,1.571,0.4015,2300.0,522.0,,,6170.0,203.0,4.05,0.28,1.733,0.777,UNK
11093335,2,,6.1857,4.33242e-05,136.085,0.00493212,0.5036,1.456,12.45,0.9276,50.8,4.565,11.4,1.73,0.3038,1760.0,318.0,,,7217.0,272.0,3.89,0.27,2.343,0.827,AFP
3441340,1,,0.80621,6.07211e-06,131.771,0.000975978,0.5141,1.85,1.053,0.04717,63.38,5.398,16.86,0.8229,0.2172,2050.0,438.0,,,6122.0,183.0,4.47,0.3,0.996,0.422,AFP
5005121,1,,76.4227,0.000590894,164.484,0.00620431,0.5136,3.829,7.419,1.105,543.2,28.81,18.45,2.32,1.262,442.0,86.6,,,6091.0,195.0,4.49,0.28,0.967,0.374,PC
7698937,2,,1.37273,1.67464e-05,132.591,0.00566109,0.9581,0.009212,3.218,0.2879,37.11,4.128,8.32,1.211,0.06907,2390.0,592.0,,,6897.0,235.0,4.12,0.28,1.603,0.787,AFP
4946049,1,,1.87883,1.31297e-05,133.1,0.00364798,0.301,6.925,3.372,0.4263,26.68,2.238,13.13,1.756,0.71,3330.0,575.0,,,8046.0,324.0,3.7,0.28,3.339,1.121,AFP
7106648,1,,1.2593,1.19005e-05,132.198,0.00114189,0.6994,0.3352,1.87,0.06016,35.53,5.882,7.404,1.158,0.1275,2690.0,677.0,,,7261.0,277.0,4.07,0.28,1.81,0.9,UNK
6614892,1,,2.65277,1.50554e-05,133.89,0.00318769,0.7004,0.6451,8.367,2.302,29.72,1.903,16.18,1.362,0.2022,2470.0,559.0,,,7888.0,306.0,3.97,0.27,2.332,1.038,AFP
8431006,3,,0.996356,0.0,132.035,0.0,0.1,0.0,3.5,0.0,337.2,0.0,-1.0,3.73,0.0,3020.0,0.0,,,7358.0,316.0,4.05,0.33,2.001,1.14,AFP
10128033,1,,0.656626,9.05051e-06,132.051,0.00207957,0.2999,6.198,1.989,0.6713,19.52,2.309,11.29,0.8215,0.2834,3330.0,1010.0,,,7296.0,333.0,4.1,0.34,1.818,1.092,AFP
9895269,1,,0.551973,0.0161553,131.593,2.44003,0.8853,18.54,1.797,115.9,0.1099,19.08,0.006971,0.1024,8.964,4730.0,964.0,,,8552.0,360.0,3.92,0.23,2.691,1.072,AFP
4939304,1,,0.589755,1.23379e-05,131.67,0.00488908,0.2384,31.44,2.923,10.07,50.9,8.821,8.06,0.6552,1.298,2020.0,389.0,,,5544.0,173.0,4.49,0.27,0.929,0.353,UNK
10224920,2,,0.573543,2.24491e-05,131.813,0.00332168,0.8883,0.7603,1.208,0.4371,472.2,93.24,8.643,4.452,2.374,3340.0,1060.0,,,7084.0,303.0,4.12,0.36,1.772,1.111,AFP
11774991,1,,37.8156,0.000160208,141.102,0.00334222,0.7011,0.8434,4.461,0.2386,251.8,12.51,21.62,1.216,0.4096,403.0,16.5,,,4852.0,99.0,4.61,0.05,0.718,0.051,PC
7455287,2,,12.0714,9.10646e-05,143.457,0.00598755,0.9081,0.08152,5.172,0.5008,487.4,31.6,16.38,1.241,0.1206,403.0,21.4,,,3789.0,81.0,4.78,0.05,0.473,0.046,PC
8435232,3,,198.284,0.000844824,324.911,0.0031864,1.0,0.07939,12.57,0.3611,16570.0,1422.0,56.03,12.0,3.719,176.0,13.8,,,4042.0,152.0,4.72,0.07,0.526,0.072,AFP
6853248,1,,459.246,0.0326904,260.314,0.053713,0.7393,4.907,11.49,4.572,183.9,66.19,2.832,1.183,2.197,208.0,41.1,,,5559.0,159.0,4.57,0.26,0.806,0.315,NTP
10863608,1,,8.07129,4.00066e-05,137.757,0.00398484,0.6008,4.82,2.79,0.5264,301.2,19.09,17.35,1.545,1.505,856.0,189.0,,,5766.0,169.0,4.52,0.29,0.853,0.374,PC
11925068,1,,1.37332,1.74996e-05,132.71,0.00487445,0.8691,0.568,3.867,3.892,20.16,2.673,8.151,0.7646,0.2589,2260.0,585.0,,,6729.0,222.0,4.17,0.29,1.494,0.767,NTP
8431006,2,,0.996266,1.35613e-05,131.657,0.0128684,0.9161,0.03213,3.228,0.5191,98.55,10.81,8.879,2.328,0.142,3020.0,870.0,,,7358.0,316.0,4.05,0.33,2.001,1.14,AFP
2576224,2,,1.62932,0.00759561,133.031,2.27992,0.9965,1.799,1.048,235.3,0.03701,1.843,0.02182,0.05774,2.192,2630.0,923.0,,,7524.0,317.0,4.07,0.4,2.092,1.459,UNK
7846730,2,,11.0282,1.69367e-07,142.341,1.33539e-05,0.4247,0.0002696,7.592,0.0007892,176500.0,20.07,8371.0,60.25,0.004681,1030.0,300.0,,,6271.0,237.0,4.2,0.3,1.387,0.803,AFP
8915335,1,,1.49268,2.10413e-05,131.976,0.00890764,0.8882,0.04871,5.399,0.9932,70.16,3.141,20.91,3.272,0.1288,3600.0,565.0,,,7968.0,312.0,3.69,0.23,3.38,1.028,UNK
6635493,3,,0.590981,1.15827e-05,131.818,0.00191961,0.2666,19.16,0.9239,0.1044,259.6,41.84,10.49,2.313,2.356,2840.0,734.0,,,6613.0,255.0,4.24,0.29,1.404,0.719,UNK
6586746,1,,6.26405,2.28618e-05,132.83,0.00274834,0.7839,1.375,2.453,0.4823,357.2,23.24,18.73,1.716,1.302,809.0,87.9,,,5032.0,168.0,4.51,0.41,0.817,0.169,PC
8388399,1,,0.567428,0.0244483,131.655,5.03189,0.7037,63.42,2.802,209.4,0.01512,4.388,0.00408,0.1116,16.4,4910.0,635.0,,,4931.0,141.0,2.86,0.03,8.494,2.127,NTP
4077032,2,,1.08278,1.66742e-05,131.676,0.00970428,0.9736,0.007249,2.651,0.1479,467.7,40.07,17.29,5.303,0.3361,2770.0,618.0,,,6924.0,357.0,4.03,0.25,1.898,0.824,NTP
3241199,1,,0.596172,3.22539e-05,131.92,0.00571054,0.3,38.74,1.499,1.856,117.4,48.09,3.66,2.177,4.679,3830.0,1190.0,,,8090.0,328.0,4.12,0.37,1.963,1.21,AFP
4842790,1,,491.218,0.0108765,249.289,0.0155494,0.9999,0.5376,6.495,2.473,2173.0,1435.0,9.009,8.872,43.03,231.0,0.0017,,,5780.0,0.0,4.44,0.0,1.0,0.0,UNK
5774375,1,,1.55027,1.38395e-05,132.639,0.00444686,0.9376,0.008304,4.582,0.1211,1370.0,140.5,17.41,9.54,0.4834,2140.0,726.0,,,5408.0,177.0,3.78,0.67,2.058,1.389,NTP
5460900,2,,2.59177,6.01156e-05,133.814,0.0175271,0.9952,0.02334,3.352,0.93,66.08,8.237,8.835,2.317,2.32,2020.0,659.0,,,7115.0,299.0,4.12,0.37,1.761,1.137,AFP
11413125,1,,0.595489,7.80633e-06,131.981,0.00189518,0.5307,2.877,1.353,0.2945,84.74,8.953,13.3,2.587,0.946,3930.0,680.0,,,7063.0,322.0,3.84,0.26,2.692,0.899,NTP
2579043,1,,6.31216,2.17683e-05,136.936,0.00263767,0.4992,3.612,4.847,0.3866,395.4,13.65,30.76,2.25,1.047,1110.0,282.0,,,6302.0,211.0,4.39,0.3,1.098,0.551,PC
8248415,1,,0.989141,1.71562e-05,131.733,0.00734931,0.7135,3.765,3.963,11.17,54.59,7.697,8.189,0.2688,0.3089,779.0,70.7,,,3544.0,75.0,4.92,0.07,0.34,0.06,UNK
3847660,1,,2.81183,2.54266e-05,134.271,0.00523338,0.0576,87.24,6.509,2.772,31.65,3.51,10.17,0.8263,0.7546,1750.0,573.0,,,6799.0,256.0,4.24,0.36,1.457,0.951,AFP
8870545,1,,523.272,0.0130431,132.004,0.0165984,0.8639,0.397,12.4,1.652,140.5,30.83,4.786,1.294,0.382,230.0,44.2,,,6060.0,170.0,4.5,0.28,0.953,0.362,NTP
6122790,2,,1.11905,8.43666e-06,132.283,0.00153813,0.005864,406.7,2.295,0.2066,674.7,96.07,11.64,1.509,0.9899,1020.0,55.2,,,3993.0,80.0,4.67,0.06,0.596,0.06,AFP
11909375,2,,2.02286,1.36235e-05,132.028,0.00329019,0.0676,125.8,2.118,0.1987,36.66,4.666,10.24,1.18,1.757,2370.0,586.0,,,7338.0,323.0,4.05,0.28,1.926,0.936,AFP
5648096,2,,0.897772,1.54858e-05,131.909,0.00521783,0.7,2.748,2.837,3.248,59.01,8.655,9.01,1.658,1.054,3460.0,839.0,,,8211.0,327.0,4.08,0.29,2.013,0.962,NTP
5706595,1,,4.57954,1.89836e-05,135.089,0.00293967,0.9459,0.05236,3.219,0.3109,232.1,11.87,21.52,1.67,0.158,1040.0,213.0,,,5845.0,168.0,4.54,0.29,0.874,0.354,PC
9116075,1,,24.4989,0.000196469,154.669,0.00662251,0.009683,420.6,3.158,0.1733,159.3,15.6,10.52,0.7292,0.9322,410.0,25.4,,,4517.0,131.0,4.68,0.06,0.601,0.066,UNK
10960993,1,,1.55855,8.90056e-08,131.567,2.42677e-05,1.0,0.001124,2.816,0.05973,9747.0,698.5,1812.0,36.11,1.034,2320.0,444.0,,,6338.0,241.0,3.97,0.29,2.046,0.767,AFP
5552562,1,,5.93219,4.65061e-05,135.625,0.00638023,0.654,3.796,4.246,0.5032,208.4,17.39,12.65,1.487,1.437,1000.0,220.0,,,5843.0,206.0,4.47,0.3,0.977,0.424,PC
6046311,2,,403.273,0.0141616,291.628,0.024865,0.6683,1.94,12.32,2.506,475.0,187.8,3.006,2.596,1.321,285.0,64.5,,,6312.0,201.0,4.34,0.27,1.122,0.502,UNK
5537236,1,,0.526401,4.69133e-05,131.955,0.0072984,0.7603,1.059,1.332,0.6556,8.8,4.838,2.767,0.5855,0.2365,3660.0,1130.0,,,7523.0,320.0,4.12,0.35,1.809,1.103,NTP
8296467,1,,10.3034,0.0,137.164,0.0,0.1,0.0,3.5,0.0,557200.0,0.0,-1.0,49.11,0.0,787.0,0.0,,,5497.0,182.0,4.42,0.3,0.9,0.413,AFP
11724091,2,,1.5591,0.0,132.539,0.0,0.1,0.0,3.5,0.0,5853.0,0.0,-1.0,20.36,0.0,2910.0,0.0,,,7279.0,350.0,3.86,0.24,2.624,0.861,AFP
8871494,2,,0.85776,1.78297e-05,131.749,0.00643974,0.9028,0.5277,2.258,3.401,10.65,2.139,6.385,1.689,0.5102,6520.0,1220.0,,,11357.0,575.0,3.67,0.31,4.528,1.632,AFP
10732407,1,,0.933743,1.05679e-05,132.447,0.00227832,0.317,12.33,1.435,0.214,83.01,11.86,9.876,0.7712,0.7708,1700.0,355.0,,,5665.0,157.0,4.55,0.29,0.843,0.349,AFP
7031726,1,,0.566766,9.80656e-06,131.837,0.00250584,0.3302,3.803,1.804,0.5703,33.05,4.591,11.57,75.22,49.32,14700.0,1980.0,,,3420.0,113.0,0.27,0.24,138.1,36.14,NTP
12353633,1,,0.684479,9.14068e-06,131.923,0.00284817,0.1627,35.99,2.34,2.8,19.91,2.462,10.91,0.913,1.195,2910.0,658.0,,,5800.0,191.0,3.87,0.42,2.053,0.917,AFP
8394475,1,,3.64052,1.6885e-05,134.965,0.00265393,0.7005,1.07,1.172,0.09604,43.26,5.476,9.795,0.7008,0.2156,1220.0,233.0,,,5955.0,163.0,4.43,0.27,0.991,0.373,UNK
5647514,1,,0.874679,4.79486e-06,132.004,0.000997279,0.7,0.8691,2.285,0.4931,124.7,7.889,19.96,2.147,0.4094,3030.0,998.0,,,7411.0,323.0,4.13,0.37,1.792,1.169,AFP
7455733,1,,0.753285,1.7074e-05,131.825,0.0123533,1.0,0.1983,1.118,4.206,104.4,908.2,10.15,2.147,5.968,2120.0,411.0,,,6131.0,234.0,4.46,0.27,1.024,0.39,UNK
6070392,1,,1.73834,1.75083e-05,132.873,0.00553905,0.6084,1.944,8.685,9.922,212.0,23.49,9.711,1.369,0.5961,1430.0,289.0,,,5743.0,194.0,4.53,0.29,0.903,0.36,NTP
11619868,2,,0.557999,1.05863e-05,131.659,0.000576132,0.1006,8.978,2.0,0.34,302.4,35.1,19.3,3.363,0.524,3690.0,1180.0,,,7638.0,311.0,4.11,0.37,1.901,1.21,AFP
9071682,1,,1.44744,1.96385e-05,131.837,0.00648918,0.003093,2205.0,5.544,9.218,20.29,2.807,9.928,0.9932,1.119,2860.0,671.0,,,7606.0,310.0,4.0,0.28,2.174,1.005,NTP
4737720,1,,0.540325,2.61578e-05,131.773,0.0091435,0.9424,0.3952,1.412,4.477,5.284,1.326,4.686,0.6424,0.2997,4250.0,833.0,,,7998.0,322.0,3.98,0.24,2.311,0.887,AFP
8890150,1,,34.9898,0.00028405,144.209,0.00664155,0.01628,430.5,4.197,1.182,585.5,55.24,11.7,1.28,2.142,304.0,13.2,,,3903.0,87.0,4.72,0.04,0.537,0.04,PC
6865077,3,,0.60673,1.65813e-05,131.68,0.00639725,0.9,1.157,1.986,9.246,30.21,6.145,6.806,2.126,1.845,4810.0,804.0,,,7981.0,313.0,3.71,0.26,3.318,1.079,UNK
7842328,2,,0.804576,9.7239e-06,132.013,0.00245617,0.06093,92.52,2.468,2.156,19.2,2.21,11.94,1.29,1.259,4010.0,610.0,,,7843.0,309.0,3.83,0.24,2.909,0.854,AFP
6041734,1,,24.3395,0.000104482,136.068,0.00382078,0.2142,17.7,3.231,0.6214,736.9,37.53,21.39,2.805,2.155,690.0,138.0,,,6240.0,229.0,4.41,0.27,1.025,0.404,PC
10516986,1,,4.04013,5.876e-05,131.789,0.00965847,0.9171,0.3218,3.549,0.4743,7.189,1.582,4.644,1.225,0.3112,3190.0,619.0,,,9734.0,397.0,3.72,0.27,3.935,1.491,UNK
6387895,1,,1.14499,1.03361e-05,131.733,0.00157545,0.898,0.08262,3.517,0.8983,79.11,6.427,11.75,2.513,0.1903,3160.0,606.0,,,7377.0,310.0,3.91,0.22,2.444,0.915,NTP
10532030,1,,459.237,0.0200351,260.315,0.0289584,0.6654,4.042,8.232,3.503,792.2,183.6,5.231,2.945,3.86,220.0,40.4,,,5321.0,168.0,4.41,0.24,0.993,0.36,NTP
7834612,1,,0.536792,6.7202e-06,131.726,0.00101821,0.6815,1.36,1.203,0.1686,486.4,42.28,18.25,8.261,2.465,4930.0,874.0,,,7673.0,304.0,3.67,0.27,3.494,1.206,AFP
7986162,1,,0.594076,1.32099e-05,131.761,0.0029587,0.6989,3.984,1.877,2.82,206.0,40.06,8.463,1.264,1.773,1860.0,542.0,,,5233.0,218.0,4.49,0.46,0.824,0.474,UNK
9016344,1,,0.546669,0.00193006,131.725,0.377971,0.02803,5196.0,3.349,313.6,0.149,3.708,0.04955,0.07403,2.004,3570.0,991.0,,,7207.0,322.0,4.06,0.31,1.894,1.037,UNK
7461354,1,,1.81618,1.93721e-05,133.123,0.00456076,0.104,59.19,4.472,2.749,17.35,2.445,8.706,0.6774,0.7243,2190.0,802.0,,,7117.0,290.0,4.19,0.41,1.606,1.171,UNK
11967788,1,,7.2353,2.06057e-05,133.122,0.00213024,0.7,0.8765,3.232,0.1648,163.7,8.241,19.57,2.656,0.5258,1530.0,392.0,,,7232.0,333.0,4.04,0.29,1.937,0.975,PC
9174536,1,,1.77744,1.54501e-05,132.191,0.00384802,0.011,362.8,6.355,5.283,44.58,4.728,10.16,0.7124,0.5527,1670.0,319.0,,,6185.0,190.0,4.37,0.26,1.065,0.401,UNK
11669239,2,,13.8173,8.96334e-05,135.032,0.0052032,0.964,0.01786,4.174,0.3481,215.2,12.6,19.24,1.969,0.1179,781.0,142.0,,,5735.0,159.0,4.36,0.23,1.028,0.369,PC
7601917,1,,2.97563,0.0177223,133.624,3.11985,0.9034,2.668,8.066,86.28,0.03301,3.778,0.00925,0.0379,2.171,1930.0,422.0,,,6809.0,216.0,4.02,0.25,1.789,0.772,AFP
6543683,1,,1.19551,3.76168e-07,132.309,0.000163253,0.9042,0.001104,3.753,0.004349,5499.0,19.23,819.8,10.18,0.0255,1960.0,331.0,,,6040.0,176.0,4.27,0.21,1.155,0.384,AFP
4677140,1,,2.45574,2.7721e-05,132.025,0.00638227,0.6695,2.183,4.551,1.1,40.99,5.361,8.056,2.394,1.343,2340.0,681.0,,,5691.0,272.0,3.51,0.55,3.529,2.023,UNK
10468404,1,,2.40116,4.61922e-05,132.359,0.0118782,0.7653,1.274,9.669,14.67,11.87,1.294,9.606,0.7135,0.3368,1900.0,362.0,,,6053.0,192.0,3.97,0.32,1.897,0.714,UNK
